para,累积净值,年化收益,最大回撤,最大回撤开始时间,最大回撤结束时间,年化收益/回撤比,盈利笔数,亏损笔数,胜率,每笔交易平均盈亏,盈亏收益比,单笔最大盈利,单笔最大亏损,单笔最长持有时间,单笔最短持有时间,平均持仓周期,最大连续盈利笔数,最大连续亏损笔数,月化收益,币种原始累积净值,币种原始年化收益,币种原始最大回撤,币种原始年化收益/回撤比,回测区间
"[442, 1.0]",10.46,3.21,-72.11%,2023-11-09 14:00:00,2024-01-21 02:00:00,4.45,20.0,37.0,35.09%,12.34%,6.28,566.42%,-17.07%,36 天 19 小时 0 分钟,0 天 0 小时 0 分钟,8 天 15 小时 42 分钟,3.0,8.0,0.12544988367472554,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[296, 6.5]",4.59,1.54,-34.67%,2024-03-05 01:00:00,2024-03-05 19:00:00,4.45,2.0,0.0,100.00%,171.03%,,337.19%,4.88%,18 天 7 小时 0 分钟,10 天 0 小时 0 分钟,14 天 3 小时 30 分钟,2.0,1.0,0.0796690798380999,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[300, 6.5]",4.59,1.54,-34.67%,2024-03-05 01:00:00,2024-03-05 19:00:00,4.45,2.0,0.0,100.00%,171.03%,,337.19%,4.88%,18 天 7 小时 0 分钟,10 天 0 小时 0 分钟,14 天 3 小时 30 分钟,2.0,1.0,0.0796690798380999,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[298, 6.5]",4.59,1.54,-34.67%,2024-03-05 01:00:00,2024-03-05 19:00:00,4.45,2.0,0.0,100.00%,171.03%,,337.19%,4.88%,18 天 7 小时 0 分钟,10 天 0 小时 0 分钟,14 天 3 小时 30 分钟,2.0,1.0,0.0796690798380999,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[370, 2.0]",9.35,2.93,-66.07%,2024-03-14 06:00:00,2024-05-08 21:00:00,4.44,17.0,22.0,43.59%,17.27%,5.08,573.19%,-21.90%,35 天 17 小时 0 分钟,0 天 3 小时 0 分钟,10 天 6 小时 24 分钟,3.0,3.0,0.11910947415071149,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[256, 5.5]",4.85,1.63,-36.85%,2024-03-14 06:00:00,2024-07-18 19:00:00,4.43,3.0,3.0,50.00%,59.53%,20.97,344.58%,-14.24%,18 天 6 小时 0 分钟,4 天 21 小时 0 分钟,9 天 21 小时 40 分钟,2.0,2.0,0.08277873806950486,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[208, 4.0]",4.92,1.65,-37.43%,2024-03-14 06:00:00,2024-12-31 23:00:00,4.42,11.0,9.0,55.00%,22.73%,5.64,460.14%,-13.80%,18 天 11 小时 0 分钟,0 天 10 小时 0 分钟,7 天 1 小时 30 分钟,4.0,2.0,0.08351941584379663,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[332, 3.0]",6.2,2.06,-46.55%,2024-11-14 01:00:00,2024-12-21 07:00:00,4.42,10.0,17.0,37.04%,18.71%,7.3,448.20%,-15.45%,19 天 11 小时 0 分钟,0 天 16 小时 0 分钟,9 天 19 小时 35 分钟,2.0,3.0,0.09620024808480454,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[200, 1.0]",10.02,3.1,-70.11%,2023-10-26 20:00:00,2024-01-18 15:00:00,4.42,36.0,84.0,30.00%,6.27%,6.15,609.97%,-16.93%,22 天 7 小时 0 分钟,0 天 0 小时 0 分钟,3 天 22 小时 21 分钟,4.0,10.0,0.12298960418091354,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[260, 5.5]",4.84,1.63,-36.85%,2024-03-14 06:00:00,2024-07-18 19:00:00,4.42,3.0,3.0,50.00%,59.49%,20.95,344.58%,-14.24%,18 天 6 小时 0 分钟,4 天 21 小时 0 分钟,9 天 22 小时 50 分钟,2.0,2.0,0.08266628394017173,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[258, 5.5]",4.84,1.63,-36.85%,2024-03-14 06:00:00,2024-07-18 19:00:00,4.42,3.0,3.0,50.00%,59.49%,20.95,344.58%,-14.24%,18 天 6 小时 0 分钟,4 天 21 小时 0 分钟,9 天 22 小时 50 分钟,2.0,2.0,0.08266628394017173,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[310, 2.5]",7.1,2.32,-52.68%,2024-03-14 06:00:00,2024-11-07 13:00:00,4.41,17.0,21.0,44.74%,15.20%,4.48,499.96%,-19.02%,28 天 9 小时 0 分钟,0 天 10 小时 0 分钟,8 天 18 小时 42 分钟,3.0,3.0,0.10367410496377372,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[446, 1.0]",9.92,3.08,-69.84%,2023-11-09 14:00:00,2024-01-21 02:00:00,4.41,19.0,38.0,33.33%,12.26%,6.67,566.42%,-17.07%,36 天 19 小时 0 分钟,0 天 0 小时 0 分钟,8 天 15 小时 29 分钟,2.0,7.0,0.12244568467712846,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[340, 3.0]",6.44,2.13,-48.37%,2024-03-14 06:00:00,2024-11-07 13:00:00,4.4,9.0,15.0,37.50%,20.61%,7.52,430.25%,-20.69%,19 天 12 小时 0 分钟,0 天 23 小时 0 分钟,10 天 0 小时 40 分钟,2.0,3.0,0.09832933133195443,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[190, 4.0]",4.89,1.64,-37.40%,2023-06-24 12:00:00,2023-07-27 12:00:00,4.4,11.0,9.0,55.00%,22.24%,4.9,444.91%,-14.79%,17 天 16 小时 0 分钟,0 天 10 小时 0 分钟,6 天 12 小时 15 分钟,4.0,2.0,0.08322434234795639,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[216, 2.0]",8.07,2.59,-58.99%,2023-10-26 20:00:00,2024-01-21 02:00:00,4.4,22.0,41.0,34.92%,10.35%,5.71,558.13%,-17.05%,21 天 0 小时 0 分钟,0 天 3 小时 0 分钟,5 天 14 小时 56 分钟,3.0,5.0,0.11085832354657676,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[270, 2.0]",8.37,2.67,-60.71%,2023-10-26 20:00:00,2024-02-24 22:00:00,4.4,20.0,34.0,37.04%,12.02%,5.42,540.69%,-24.29%,35 天 16 小时 0 分钟,0 天 3 小时 0 分钟,7 天 0 小时 24 分钟,3.0,5.0,0.11288153345434115,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[216, 1.5]",8.91,2.82,-64.17%,2023-10-26 20:00:00,2024-01-21 02:00:00,4.39,28.0,53.0,34.57%,8.54%,5.47,576.11%,-20.24%,21 天 6 小时 0 分钟,0 天 3 小时 0 分钟,5 天 2 小时 13 分钟,5.0,9.0,0.11638313245130871,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[314, 2.5]",6.89,2.26,-51.52%,2024-03-14 06:00:00,2024-05-08 21:00:00,4.39,17.0,21.0,44.74%,15.03%,4.37,496.07%,-19.02%,28 天 9 小时 0 分钟,0 天 10 小时 0 分钟,8 天 20 小时 45 分钟,3.0,3.0,0.1020420868694063,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[262, 5.5]",4.81,1.62,-36.85%,2024-03-14 06:00:00,2024-07-18 19:00:00,4.39,3.0,3.0,50.00%,59.36%,20.08,344.58%,-14.24%,18 天 6 小时 0 分钟,4 天 21 小时 0 分钟,10 天 0 小时 0 分钟,2.0,2.0,0.08223755174159009,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[166, 4.0]",4.53,1.52,-34.67%,2024-03-05 01:00:00,2024-03-05 19:00:00,4.39,12.0,10.0,54.55%,17.53%,4.12,376.69%,-23.84%,15 天 1 小时 0 分钟,0 天 10 小时 0 分钟,5 天 23 小时 0 分钟,4.0,2.0,0.07901703457139209,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[170, 1.0]",9.63,3.0,-68.42%,2023-10-26 20:00:00,2024-01-18 06:00:00,4.39,41.0,101.0,28.87%,5.00%,5.82,550.66%,-15.18%,17 天 7 小时 0 分钟,0 天 0 小时 0 分钟,3 天 7 小时 51 分钟,5.0,8.0,0.12072763606911319,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[234, 2.5]",7.9,2.55,-58.12%,2024-03-14 06:00:00,2024-11-07 13:00:00,4.38,20.0,30.0,40.00%,12.69%,5.0,544.59%,-24.75%,21 天 2 小时 0 分钟,0 天 13 小时 0 分钟,6 天 10 小时 31 分钟,4.0,4.0,0.10966823175373652,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[190, 3.0]",6.96,2.28,-52.05%,2024-03-14 06:00:00,2024-09-22 21:00:00,4.38,19.0,25.0,43.18%,14.04%,4.56,542.89%,-21.50%,20 天 23 小时 0 分钟,0 天 13 小时 0 分钟,5 天 17 小时 16 分钟,3.0,4.0,0.10255458263769501,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[302, 6.5]",4.52,1.52,-34.67%,2024-03-05 01:00:00,2024-03-05 19:00:00,4.38,2.0,0.0,100.00%,170.32%,,337.19%,3.45%,18 天 7 小时 0 分钟,10 天 1 小时 0 分钟,14 天 4 小时 0 分钟,2.0,1.0,0.0789232216083775,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[102, 3.5]",6.67,2.2,-50.16%,2024-03-05 01:00:00,2024-04-13 12:00:00,4.38,20.0,22.0,47.62%,8.66%,3.38,224.60%,-23.84%,10 天 8 小时 0 分钟,0 天 14 小时 0 分钟,3 天 15 小时 51 分钟,3.0,4.0,0.10024428004468633,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[304, 6.5]",4.52,1.52,-34.67%,2024-03-05 01:00:00,2024-03-05 19:00:00,4.38,2.0,0.0,100.00%,170.32%,,337.19%,3.45%,18 天 7 小时 0 分钟,10 天 1 小时 0 分钟,14 天 4 小时 0 分钟,2.0,1.0,0.0789232216083775,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[456, 1.0]",9.57,2.99,-68.38%,2023-11-09 14:00:00,2024-01-21 02:00:00,4.37,19.0,36.0,34.55%,12.39%,6.31,552.52%,-17.07%,36 天 19 小时 0 分钟,0 天 0 小时 0 分钟,8 天 22 小时 31 分钟,2.0,6.0,0.12038334467548473,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[444, 1.0]",10.11,3.12,-71.52%,2023-11-09 14:00:00,2024-01-21 02:00:00,4.37,20.0,37.0,35.09%,12.29%,6.22,566.42%,-17.07%,36 天 19 小时 0 分钟,0 天 0 小时 0 分钟,8 天 15 小时 43 分钟,3.0,8.0,0.12352407715577463,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[448, 1.0]",9.83,3.05,-69.84%,2023-11-09 14:00:00,2024-01-21 02:00:00,4.37,19.0,38.0,33.33%,12.24%,6.67,566.42%,-17.07%,36 天 19 小时 0 分钟,0 天 0 小时 0 分钟,8 天 15 小时 26 分钟,2.0,7.0,0.12189132385672097,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[170, 4.0]",4.58,1.54,-35.19%,2024-11-14 01:00:00,2024-12-31 23:00:00,4.37,12.0,10.0,54.55%,17.65%,4.01,377.93%,-23.84%,15 天 4 小时 0 分钟,0 天 10 小时 0 分钟,5 天 23 小时 40 分钟,4.0,2.0,0.0795699504846219,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[494, 1.0]",9.05,2.85,-65.29%,2023-11-09 14:00:00,2024-01-21 02:00:00,4.37,16.0,36.0,30.77%,12.65%,7.54,530.14%,-17.07%,36 天 20 小时 0 分钟,0 天 0 小时 0 分钟,9 天 11 小时 18 分钟,2.0,6.0,0.1172334213204318,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[168, 3.5]",7.11,2.32,-53.28%,2023-12-09 10:00:00,2024-02-26 17:00:00,4.36,16.0,21.0,43.24%,13.74%,4.96,424.29%,-23.84%,15 天 6 小时 0 分钟,0 天 10 小时 0 分钟,5 天 13 小时 43 分钟,5.0,8.0,0.10376181693953357,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[236, 2.5]",7.95,2.56,-58.69%,2024-03-14 06:00:00,2024-11-07 13:00:00,4.36,19.0,30.0,38.78%,13.00%,5.27,544.59%,-24.75%,35 天 16 小时 0 分钟,0 天 13 小时 0 分钟,6 天 14 小时 45 分钟,3.0,4.0,0.10998784138919548,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[92, 3.5]",5.88,1.96,-44.95%,2024-03-05 01:00:00,2024-04-02 03:00:00,4.36,21.0,20.0,51.22%,8.06%,2.93,224.60%,-20.26%,9 天 23 小时 0 分钟,0 天 14 小时 0 分钟,3 天 8 小时 5 分钟,5.0,4.0,0.09328383270069573,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[222, 2.0]",8.19,2.63,-60.19%,2023-10-26 20:00:00,2024-01-21 02:00:00,4.36,22.0,39.0,36.07%,10.72%,5.54,558.13%,-21.50%,21 天 2 小时 0 分钟,0 天 3 小时 0 分钟,5 天 21 小时 5 分钟,3.0,5.0,0.11166856201081865,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[182, 3.5]",5.43,1.82,-42.04%,2023-12-09 10:00:00,2024-02-26 17:00:00,4.33,15.0,18.0,45.45%,14.71%,4.86,458.52%,-23.84%,17 天 17 小时 0 分钟,0 天 10 小时 0 分钟,5 天 17 小时 9 分钟,4.0,5.0,0.08891557236554792,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[136, 1.5]",8.82,2.79,-64.52%,2023-10-26 20:00:00,2024-02-07 14:00:00,4.33,43.0,86.0,33.33%,5.35%,5.0,550.18%,-14.28%,16 天 11 小时 0 分钟,0 天 1 小时 0 分钟,3 天 2 小时 8 分钟,5.0,7.0,0.11580986247421365,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[266, 5.5]",4.75,1.6,-36.85%,2024-03-14 06:00:00,2024-07-18 19:00:00,4.33,3.0,3.0,50.00%,59.10%,20.0,344.58%,-14.24%,18 天 6 小时 0 分钟,4 天 21 小时 0 分钟,10 天 0 小时 20 分钟,2.0,2.0,0.08155459001811849,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[268, 5.5]",4.75,1.6,-36.85%,2024-03-14 06:00:00,2024-07-18 19:00:00,4.33,3.0,3.0,50.00%,59.10%,20.0,344.58%,-14.24%,18 天 6 小时 0 分钟,4 天 21 小时 0 分钟,10 天 0 小时 20 分钟,2.0,2.0,0.08155459001811849,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[292, 2.0]",8.33,2.66,-61.43%,2024-03-14 06:00:00,2024-05-08 21:00:00,4.33,21.0,29.0,42.00%,12.79%,4.43,530.04%,-27.50%,35 天 16 小时 0 分钟,0 天 3 小时 0 分钟,7 天 13 小时 42 分钟,3.0,5.0,0.11259172477764401,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[264, 5.5]",4.75,1.6,-36.85%,2024-03-14 06:00:00,2024-07-18 19:00:00,4.33,3.0,3.0,50.00%,59.10%,20.0,344.58%,-14.24%,18 天 6 小时 0 分钟,4 天 21 小时 0 分钟,10 天 0 小时 20 分钟,2.0,2.0,0.08155459001811849,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[410, 1.0]",9.6,2.99,-69.32%,2023-11-09 14:00:00,2024-01-21 02:00:00,4.32,21.0,37.0,36.21%,11.93%,5.74,568.03%,-31.75%,36 天 18 小时 0 分钟,0 天 0 小时 0 分钟,8 天 8 小时 45 分钟,3.0,8.0,0.12056852925874506,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[106, 2.5]",8.03,2.58,-59.75%,2024-03-05 01:00:00,2024-07-03 02:00:00,4.32,36.0,56.0,39.13%,5.32%,3.57,310.96%,-16.59%,11 天 17 小时 0 分钟,0 天 3 小时 0 分钟,3 天 3 小时 34 分钟,2.0,6.0,0.11054234572649313,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[248, 2.5]",8.01,2.58,-59.58%,2024-03-14 06:00:00,2024-11-07 13:00:00,4.32,19.0,29.0,39.58%,13.24%,5.21,544.59%,-22.94%,28 天 10 小时 0 分钟,0 天 3 小时 0 分钟,6 天 18 小时 23 分钟,3.0,4.0,0.11042545238580792,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[458, 3.0]",7.0,2.29,-53.09%,2024-03-14 06:00:00,2024-05-19 21:00:00,4.32,10.0,9.0,52.63%,27.80%,5.13,475.00%,-25.64%,33 天 0 小时 0 分钟,0 天 23 小时 0 分钟,14 天 7 小时 31 分钟,3.0,3.0,0.10289709177500983,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[122, 2.5]",7.79,2.52,-58.34%,2024-03-09 00:00:00,2024-07-01 13:00:00,4.31,31.0,56.0,35.63%,7.40%,4.82,519.01%,-15.60%,16 天 2 小时 0 分钟,0 天 3 小时 0 分钟,3 天 12 小时 51 分钟,3.0,5.0,0.10884655034050628,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[300, 6.0]",4.44,1.49,-34.67%,2024-03-05 01:00:00,2024-03-05 19:00:00,4.3,2.0,1.0,66.67%,112.93%,52.28,337.19%,-3.27%,18 天 7 小时 0 分钟,8 天 7 小时 0 分钟,12 天 4 小时 40 分钟,1.0,1.0,0.07786298378000245,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[294, 6.0]",4.44,1.49,-34.67%,2024-03-05 01:00:00,2024-03-05 19:00:00,4.3,2.0,1.0,66.67%,112.93%,52.28,337.19%,-3.27%,18 天 7 小时 0 分钟,8 天 7 小时 0 分钟,12 天 4 小时 40 分钟,1.0,1.0,0.07786298378000245,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[298, 6.0]",4.44,1.49,-34.67%,2024-03-05 01:00:00,2024-03-05 19:00:00,4.3,2.0,1.0,66.67%,112.93%,52.28,337.19%,-3.27%,18 天 7 小时 0 分钟,8 天 7 小时 0 分钟,12 天 4 小时 40 分钟,1.0,1.0,0.07786298378000245,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[296, 6.0]",4.44,1.49,-34.67%,2024-03-05 01:00:00,2024-03-05 19:00:00,4.3,2.0,1.0,66.67%,112.93%,52.28,337.19%,-3.27%,18 天 7 小时 0 分钟,8 天 7 小时 0 分钟,12 天 4 小时 40 分钟,1.0,1.0,0.07786298378000245,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[362, 1.5]",9.52,2.97,-69.17%,2024-03-14 06:00:00,2024-05-08 21:00:00,4.3,19.0,30.0,38.78%,14.58%,5.66,607.23%,-31.12%,35 天 17 小时 0 分钟,0 天 5 小时 0 分钟,8 天 22 小时 8 分钟,3.0,5.0,0.1200926878042543,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[466, 3.0]",6.95,2.28,-53.09%,2024-03-14 06:00:00,2024-05-19 21:00:00,4.29,10.0,9.0,52.63%,27.75%,5.11,475.00%,-25.64%,33 天 0 小时 0 分钟,0 天 23 小时 0 分钟,14 天 11 小时 18 分钟,3.0,3.0,0.10247745806317266,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[142, 1.5]",8.83,2.8,-65.17%,2023-10-26 20:00:00,2024-02-07 14:00:00,4.29,42.0,85.0,33.07%,5.45%,5.04,550.18%,-14.28%,16 天 11 小时 0 分钟,0 天 1 小时 0 分钟,3 天 4 小时 39 分钟,5.0,7.0,0.11588814966812566,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[148, 1.5]",8.93,2.82,-65.90%,2023-10-26 20:00:00,2024-01-29 11:00:00,4.28,39.0,83.0,31.97%,5.73%,5.27,554.14%,-15.18%,16 天 15 小时 0 分钟,0 天 1 小时 0 分钟,3 天 8 小时 34 分钟,5.0,7.0,0.11651531516666758,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[272, 3.0]",6.88,2.26,-52.68%,2023-12-09 10:00:00,2024-02-25 13:00:00,4.28,14.0,21.0,40.00%,16.64%,5.96,511.60%,-16.09%,19 天 23 小时 0 分钟,0 天 10 小时 0 分钟,7 天 4 小时 1 分钟,3.0,5.0,0.10192647090031515,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[260, 2.0]",7.89,2.54,-59.49%,2023-10-26 20:00:00,2024-01-21 02:00:00,4.28,19.0,36.0,34.55%,11.63%,5.94,544.37%,-21.62%,35 天 16 小时 0 分钟,0 天 3 小时 0 分钟,6 天 18 小时 43 分钟,3.0,5.0,0.10960575588445476,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[196, 2.5]",7.41,2.41,-56.39%,2023-10-26 20:00:00,2024-01-21 02:00:00,4.27,22.0,36.0,37.93%,11.32%,5.05,569.08%,-21.50%,20 天 23 小时 0 分钟,0 天 7 小时 0 分钟,5 天 15 小时 38 分钟,3.0,5.0,0.10609985785010534,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[144, 3.0]",7.43,2.42,-56.53%,2023-05-19 13:00:00,2023-08-19 16:00:00,4.27,22.0,34.0,39.29%,10.74%,4.79,507.37%,-23.84%,16 天 2 小时 0 分钟,0 天 13 小时 0 分钟,4 天 6 小时 54 分钟,5.0,5.0,0.1062306860676856,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[108, 3.0]",7.55,2.45,-57.43%,2024-03-05 01:00:00,2024-04-10 11:00:00,4.26,28.0,42.0,40.00%,6.68%,3.7,316.55%,-17.79%,10 天 19 小时 0 分钟,0 天 7 小时 0 分钟,3 天 8 小时 36 分钟,2.0,5.0,0.10710312064638283,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[410, 3.0]",7.02,2.3,-53.91%,2024-03-14 06:00:00,2024-09-20 00:00:00,4.26,10.0,9.0,52.63%,28.60%,4.93,488.67%,-24.45%,31 天 10 小时 0 分钟,0 天 23 小时 0 分钟,12 天 19 小时 37 分钟,3.0,2.0,0.10308802134394379,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[162, 1.0]",9.8,3.05,-71.50%,2023-10-26 20:00:00,2024-01-10 14:00:00,4.26,42.0,105.0,28.57%,4.87%,5.87,548.96%,-14.28%,17 天 4 小时 0 分钟,0 天 0 小时 0 分钟,3 天 4 小时 47 分钟,5.0,9.0,0.12171934288566422,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[462, 3.0]",6.87,2.26,-53.09%,2024-03-14 06:00:00,2024-05-19 21:00:00,4.25,10.0,9.0,52.63%,27.70%,5.1,475.00%,-25.64%,33 天 0 小时 0 分钟,0 天 23 小时 0 分钟,14 天 7 小时 53 分钟,3.0,3.0,0.10190389194498595,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[460, 3.0]",6.88,2.26,-53.09%,2024-03-14 06:00:00,2024-05-19 21:00:00,4.25,10.0,9.0,52.63%,27.71%,5.11,475.00%,-25.64%,33 天 0 小时 0 分钟,0 天 23 小时 0 分钟,14 天 7 小时 37 分钟,3.0,3.0,0.10196048666668345,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[276, 2.5]",8.77,2.78,-65.36%,2024-03-14 06:00:00,2024-05-08 21:00:00,4.25,19.0,23.0,45.24%,14.96%,4.37,515.60%,-34.00%,28 天 9 小时 0 分钟,0 天 14 小时 0 分钟,7 天 23 小时 14 分钟,3.0,4.0,0.11548371759416853,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[238, 3.0]",8.22,2.63,-62.14%,2024-03-14 06:00:00,2024-09-20 00:00:00,4.24,16.0,23.0,41.03%,15.68%,5.62,528.74%,-17.93%,28 天 9 小时 0 分钟,0 天 13 小时 0 分钟,6 天 23 小时 46 分钟,2.0,4.0,0.11186728297383963,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[304, 6.0]",4.37,1.47,-34.67%,2024-03-05 01:00:00,2024-03-05 19:00:00,4.24,2.0,1.0,66.67%,112.46%,52.06,337.19%,-3.27%,18 天 7 小时 0 分钟,8 天 7 小时 0 分钟,12 天 5 小时 0 分钟,1.0,1.0,0.07711837323962656,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[302, 6.0]",4.37,1.47,-34.67%,2024-03-05 01:00:00,2024-03-05 19:00:00,4.24,2.0,1.0,66.67%,112.46%,52.06,337.19%,-3.27%,18 天 7 小时 0 分钟,8 天 7 小时 0 分钟,12 天 5 小时 0 分钟,1.0,1.0,0.07711837323962656,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[306, 6.0]",4.37,1.47,-34.67%,2024-03-05 01:00:00,2024-03-05 19:00:00,4.24,2.0,1.0,66.67%,112.46%,52.06,337.19%,-3.27%,18 天 7 小时 0 分钟,8 天 7 小时 0 分钟,12 天 5 小时 0 分钟,1.0,1.0,0.07711837323962656,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[228, 2.0]",7.43,2.41,-56.93%,2024-03-14 06:00:00,2024-07-03 13:00:00,4.24,22.0,38.0,36.67%,10.71%,5.29,558.13%,-21.50%,21 天 2 小时 0 分钟,0 天 3 小时 0 分钟,5 天 22 小时 37 分钟,3.0,5.0,0.10619299296916274,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[322, 1.5]",8.78,2.78,-65.58%,2023-10-26 20:00:00,2024-01-21 02:00:00,4.24,20.0,35.0,36.36%,10.96%,5.26,473.03%,-24.29%,35 天 17 小时 0 分钟,0 天 5 小时 0 分钟,7 天 19 小时 55 分钟,3.0,5.0,0.11556084613021222,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[182, 4.0]",5.13,1.72,-40.57%,2023-10-26 20:00:00,2024-02-26 17:00:00,4.24,12.0,9.0,57.14%,21.47%,4.3,444.91%,-14.79%,17 天 16 小时 0 分钟,0 天 10 小时 0 分钟,6 天 6 小时 2 分钟,4.0,2.0,0.08577295352419756,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[218, 1.5]",8.55,2.72,-64.41%,2023-10-26 20:00:00,2024-01-21 02:00:00,4.23,28.0,52.0,35.00%,8.60%,5.34,576.11%,-20.24%,21 天 8 小时 0 分钟,0 天 3 小时 0 分钟,5 天 2 小时 54 分钟,5.0,9.0,0.11405497818671217,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[412, 1.0]",9.35,2.93,-69.32%,2023-11-09 14:00:00,2024-01-21 02:00:00,4.23,21.0,37.0,36.21%,11.90%,5.74,571.56%,-31.75%,36 天 18 小时 0 分钟,0 天 0 小时 0 分钟,8 天 8 小时 49 分钟,3.0,8.0,0.1190878001395701,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[342, 3.0]",6.3,2.09,-49.50%,2024-03-14 06:00:00,2024-11-07 13:00:00,4.22,9.0,15.0,37.50%,20.52%,7.41,430.25%,-20.69%,19 天 12 小时 0 分钟,0 天 23 小时 0 分钟,10 天 0 小时 37 分钟,2.0,3.0,0.09711399462323378,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[490, 1.0]",8.67,2.75,-65.29%,2023-11-09 14:00:00,2024-01-21 02:00:00,4.22,16.0,37.0,30.19%,12.34%,7.63,530.14%,-17.07%,36 天 20 小时 0 分钟,0 天 0 小时 0 分钟,9 天 6 小时 47 分钟,2.0,6.0,0.11483864522011866,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
